order_id,customer_id,product,region,channel,order_date,year,revenue
462,CUST032,pixel,north_america,online,2024-06-27,2022,1263
463,CUST039,samsung,asia,online,2024-01-24,2022,915
464,CUST022,oneplus,europe,retail,2022-07-15,2023,1004
465,CUST014,xiaomi,north_america,retail,2023-02-13,2022,926
466,CUST035,samsung,asia,retail,2023-05-14,2023,516
467,CUST006,samsung,europe,online,2021-02-15,2024,1023
468,CUST009,oneplus,europe,partner,2022-04-14,2022,724
469,CUST049,xiaomi,south_america,retail,2021-02-17,2024,1475
470,CUST047,pixel,asia,online,2024-06-25,2022,610
471,CUST040,iphone,north_america,retail,2021-04-21,2023,327
472,CUST026,iphone,asia,partner,2021-07-28,2021,542
473,CUST010,samsung,europe,partner,2023-06-24,2021,546
474,CUST008,iphone,north_america,online,2022-03-28,2023,1123
475,CUST009,pixel,south_america,retail,2022-09-23,2022,618
476,CUST002,iphone,asia,partner,2021-02-19,2023,1039
477,CUST045,oneplus,south_america,retail,2022-08-25,2021,605
478,CUST032,xiaomi,asia,retail,2024-03-25,2022,1022
479,CUST046,samsung,south_america,retail,2023-04-13,2024,1240
480,CUST033,samsung,north_america,partner,2023-04-16,2024,426
481,CUST029,oneplus,asia,online,2022-01-28,2024,530
482,CUST033,samsung,south_america,partner,2021-04-18,2023,496
483,CUST003,samsung,south_america,online,2023-05-15,2022,1498
484,CUST027,pixel,north_america,online,2023-05-27,2022,532
485,CUST014,pixel,north_america,retail,2021-01-25,2022,1296
486,CUST027,iphone,north_america,partner,2024-05-13,2021,1243
487,CUST013,xiaomi,south_america,retail,2024-02-22,2022,474
488,CUST033,samsung,europe,online,2023-01-27,2024,919
489,CUST034,samsung,asia,online,2023-04-18,2024,921
490,CUST044,pixel,europe,online,2022-01-11,2023,1167
491,CUST038,xiaomi,north_america,partner,2024-06-17,2021,822
492,CUST015,iphone,asia,retail,2023-05-24,2024,1052
493,CUST011,oneplus,asia,partner,2023-08-28,2023,505
494,CUST030,oneplus,europe,partner,2023-09-10,2021,876
495,CUST035,iphone,south_america,partner,2022-03-14,2021,501
496,CUST015,samsung,europe,partner,2024-05-21,2024,701
497,CUST001,iphone,south_america,retail,2022-05-26,2024,1406
498,CUST043,pixel,europe,partner,2022-07-20,2023,359
499,CUST016,pixel,north_america,retail,2022-01-11,2024,1289
500,CUST037,samsung,asia,online,2022-06-17,2024,712
501,CUST041,oneplus,south_america,online,2024-04-14,2024,1252
502,CUST035,samsung,asia,retail,2021-06-21,2024,908
503,CUST007,iphone,south_america,partner,2021-04-20,2021,333
504,CUST016,samsung,europe,partner,2023-01-21,2023,565
505,CUST045,oneplus,europe,online,2023-07-13,2022,963
506,CUST010,samsung,europe,online,2022-04-21,2021,681
507,CUST039,samsung,south_america,partner,2023-09-16,2021,800
508,CUST017,iphone,south_america,partner,2023-03-19,2022,397
509,CUST032,pixel,asia,online,2024-08-28,2022,1014
510,CUST035,pixel,europe,online,2023-08-26,2024,1498
511,CUST022,oneplus,europe,online,2024-01-17,2022,659
512,CUST034,samsung,asia,partner,2024-01-26,2023,406
513,CUST007,xiaomi,asia,online,2021-02-27,2023,903
514,CUST039,iphone,europe,partner,2022-09-12,2024,487
515,CUST036,iphone,north_america,partner,2021-04-19,2021,652
516,CUST033,iphone,asia,retail,2021-09-27,2022,1252
517,CUST031,xiaomi,south_america,online,2024-07-20,2021,809
518,CUST025,samsung,south_america,online,2024-02-10,2022,473
519,CUST009,xiaomi,south_america,partner,2021-08-10,2022,1352
520,CUST020,iphone,north_america,online,2023-03-28,2022,1186
521,CUST007,iphone,south_america,retail,2023-06-17,2023,453
522,CUST008,iphone,north_america,retail,2024-05-13,2023,1016
523,CUST001,iphone,europe,retail,2021-08-28,2021,1125
524,CUST035,oneplus,south_america,online,2024-08-24,2024,918
525,CUST008,pixel,north_america,online,2023-05-10,2022,444
526,CUST031,samsung,europe,retail,2023-07-20,2024,1412
527,CUST004,xiaomi,europe,retail,2021-04-26,2024,475
528,CUST047,pixel,north_america,retail,2023-08-22,2023,1010
529,CUST035,oneplus,south_america,partner,2022-05-18,2023,1350
530,CUST021,samsung,asia,online,2021-06-19,2022,1195
531,CUST024,samsung,south_america,retail,2023-04-21,2023,471
532,CUST015,xiaomi,europe,retail,2021-09-24,2021,557
533,CUST022,iphone,north_america,online,2022-02-15,2022,1395
534,CUST010,oneplus,asia,retail,2021-06-18,2023,1286
535,CUST036,pixel,asia,partner,2024-07-12,2021,674
536,CUST001,oneplus,asia,online,2022-04-15,2024,821
537,CUST022,pixel,asia,online,2022-05-14,2024,1204
538,CUST036,samsung,north_america,online,2023-07-11,2024,1488
539,CUST024,xiaomi,north_america,online,2021-02-26,2023,861
540,CUST045,samsung,europe,online,2023-03-17,2024,990
541,CUST018,oneplus,asia,partner,2022-07-27,2022,1327
542,CUST048,xiaomi,asia,partner,2022-05-27,2021,1302
543,CUST022,xiaomi,south_america,retail,2023-06-15,2021,608
544,CUST012,iphone,asia,partner,2022-09-24,2021,1496
545,CUST002,oneplus,south_america,online,2023-04-11,2021,1490
546,CUST033,oneplus,south_america,partner,2021-07-28,2023,1295
547,CUST015,samsung,asia,retail,2023-04-24,2023,1243
548,CUST020,pixel,south_america,retail,2024-01-16,2023,1368
549,CUST009,samsung,asia,partner,2022-08-17,2023,1446
550,CUST045,pixel,asia,retail,2023-08-15,2021,1115
551,CUST030,xiaomi,asia,online,2024-03-10,2022,1000
552,CUST011,samsung,asia,retail,2023-07-13,2021,1416
553,CUST011,oneplus,south_america,partner,2024-07-12,2024,768
554,CUST049,pixel,europe,online,2021-03-14,2023,771
555,CUST044,pixel,north_america,partner,2024-08-24,2024,778
556,CUST014,xiaomi,europe,partner,2023-01-25,2024,1113
557,CUST018,pixel,south_america,retail,2024-04-28,2024,1467
558,CUST016,iphone,europe,retail,2023-08-25,2023,1358
559,CUST024,oneplus,south_america,partner,2021-02-19,2023,906
560,CUST026,pixel,north_america,online,2023-06-18,2024,1411
561,CUST042,xiaomi,asia,retail,2021-05-25,2021,1041
562,CUST023,xiaomi,asia,partner,2023-08-27,2023,506
563,CUST013,iphone,europe,retail,2024-07-22,2023,817
564,CUST012,xiaomi,south_america,online,2024-09-23,2024,847
565,CUST029,xiaomi,asia,retail,2023-09-22,2021,1083
566,CUST003,samsung,asia,retail,2021-07-21,2021,990
567,CUST024,pixel,south_america,online,2024-02-21,2024,337
568,CUST004,iphone,north_america,retail,2023-06-23,2021,1108
569,CUST006,pixel,europe,retail,2021-07-19,2023,1463
570,CUST008,oneplus,north_america,retail,2022-02-12,2022,1046
571,CUST006,samsung,north_america,retail,2022-09-15,2021,395
572,CUST011,samsung,south_america,online,2023-02-22,2023,373
573,CUST038,pixel,north_america,retail,2024-03-17,2021,368
574,CUST029,xiaomi,north_america,online,2023-09-12,2021,533
575,CUST003,pixel,asia,online,2021-05-25,2023,1086
576,CUST014,xiaomi,north_america,retail,2024-09-10,2024,920
577,CUST046,samsung,europe,retail,2022-06-11,2021,707
578,CUST018,iphone,south_america,online,2022-03-20,2021,1381
579,CUST021,oneplus,asia,partner,2024-08-16,2021,525
580,CUST047,samsung,north_america,partner,2022-07-27,2023,1104
581,CUST008,iphone,north_america,retail,2023-07-23,2024,684
582,CUST035,samsung,north_america,partner,2024-08-18,2024,968
583,CUST016,samsung,south_america,online,2022-03-13,2024,923
584,CUST013,oneplus,north_america,retail,2023-04-15,2024,506
585,CUST033,oneplus,europe,online,2022-01-20,2022,1482
586,CUST003,oneplus,europe,online,2021-07-24,2024,1463
587,CUST041,xiaomi,south_america,online,2024-02-15,2024,1447
588,CUST030,iphone,asia,retail,2021-02-15,2022,1459
589,CUST024,samsung,europe,retail,2024-07-25,2022,1498
590,CUST004,iphone,asia,partner,2021-04-21,2024,922
591,CUST033,pixel,north_america,partner,2024-08-12,2023,353
592,CUST046,oneplus,europe,retail,2021-05-11,2022,1010
593,CUST040,samsung,europe,retail,2024-08-14,2024,1474
594,CUST035,samsung,north_america,retail,2022-02-27,2024,913
595,CUST001,samsung,north_america,retail,2024-02-11,2023,613
596,CUST036,xiaomi,europe,partner,2023-04-10,2021,1284
597,CUST015,pixel,europe,partner,2023-05-26,2022,1025
598,CUST020,iphone,south_america,retail,2022-09-17,2022,1264
599,CUST044,samsung,europe,retail,2022-02-19,2021,1457
600,CUST026,oneplus,asia,partner,2023-07-17,2023,600
601,CUST006,oneplus,north_america,partner,2023-04-27,2024,1248
602,CUST026,iphone,europe,partner,2022-02-25,2023,1300
603,CUST050,samsung,south_america,retail,2021-03-18,2021,695
604,CUST048,pixel,north_america,partner,2023-08-12,2023,517
605,CUST047,oneplus,asia,retail,2023-06-20,2022,1103
606,CUST036,oneplus,asia,partner,2022-08-22,2023,612
607,CUST008,xiaomi,north_america,online,2021-05-10,2021,1349
608,CUST045,samsung,south_america,retail,2024-01-28,2023,1192
609,CUST032,pixel,north_america,partner,2022-04-20,2024,828
610,CUST011,pixel,asia,online,2021-02-15,2022,1220
611,CUST013,pixel,asia,online,2022-08-22,2024,473
612,CUST007,samsung,north_america,partner,2023-05-10,2024,378
613,CUST031,xiaomi,north_america,partner,2021-08-10,2023,1236
614,CUST031,iphone,south_america,retail,2023-07-18,2022,1036
615,CUST044,xiaomi,north_america,partner,2021-06-16,2023,450
616,CUST033,iphone,asia,partner,2024-05-26,2024,1335
617,CUST021,iphone,south_america,partner,2024-08-24,2024,1125
618,CUST047,pixel,asia,online,2022-05-25,2024,1028
619,CUST030,xiaomi,asia,online,2021-03-26,2021,1272
620,CUST023,xiaomi,south_america,partner,2024-07-28,2023,1203
621,CUST027,oneplus,europe,partner,2024-02-16,2023,818
622,CUST046,xiaomi,europe,online,2023-01-16,2023,995
623,CUST047,iphone,asia,retail,2021-09-18,2023,1386
624,CUST007,pixel,asia,online,2021-09-23,2021,756
625,CUST019,iphone,europe,partner,2024-03-19,2024,1065
626,CUST043,iphone,asia,partner,2021-07-11,2022,1255
627,CUST013,xiaomi,south_america,partner,2022-04-15,2022,1452
628,CUST049,xiaomi,asia,partner,2021-09-10,2023,1336
629,CUST001,oneplus,asia,online,2023-02-25,2022,526
630,CUST014,pixel,south_america,partner,2024-05-22,2023,517
631,CUST020,xiaomi,north_america,online,2024-02-25,2024,1047
632,CUST041,pixel,europe,online,2022-04-14,2023,926
633,CUST007,oneplus,south_america,partner,2021-05-17,2024,801
634,CUST001,samsung,asia,online,2024-07-19,2024,502
635,CUST038,pixel,asia,partner,2021-02-15,2021,1286
636,CUST018,pixel,south_america,retail,2021-03-18,2024,1481
637,CUST016,xiaomi,asia,partner,2024-07-21,2023,918
638,CUST028,iphone,europe,partner,2023-03-28,2021,1196
639,CUST027,samsung,europe,online,2024-08-13,2021,1444
640,CUST002,pixel,north_america,retail,2021-04-20,2022,1277
641,CUST017,iphone,south_america,partner,2023-07-28,2024,497
642,CUST025,samsung,europe,online,2022-07-24,2024,574
643,CUST040,xiaomi,north_america,partner,2023-07-12,2023,917
644,CUST033,samsung,asia,partner,2024-04-14,2024,1267
645,CUST002,samsung,south_america,online,2021-09-15,2024,1270
646,CUST018,samsung,europe,retail,2024-05-24,2021,1131
647,CUST008,pixel,asia,online,2021-02-17,2022,435
648,CUST042,iphone,asia,online,2023-08-12,2023,1111
649,CUST007,pixel,asia,partner,2021-02-12,2022,411
650,CUST008,iphone,north_america,retail,2024-03-19,2022,1424
651,CUST029,iphone,asia,retail,2022-01-22,2021,423
652,CUST030,samsung,south_america,partner,2021-04-10,2021,1274
653,CUST027,samsung,south_america,online,2023-01-19,2022,1493
654,CUST009,iphone,south_america,partner,2023-05-12,2023,1443
655,CUST044,xiaomi,south_america,online,2024-04-19,2021,953
656,CUST028,pixel,south_america,partner,2023-03-14,2022,873
657,CUST024,xiaomi,north_america,online,2023-01-28,2022,1407
658,CUST006,samsung,europe,partner,2021-03-20,2023,1030
659,CUST031,pixel,asia,online,2021-02-11,2022,1117
660,CUST050,xiaomi,asia,partner,2022-09-12,2022,740
661,CUST007,pixel,south_america,partner,2023-06-20,2022,573
662,CUST017,xiaomi,north_america,partner,2023-06-18,2024,895
663,CUST008,pixel,europe,partner,2023-06-25,2022,713
664,CUST032,iphone,north_america,online,2023-01-28,2023,1374
665,CUST003,iphone,europe,retail,2024-08-21,2024,1462
666,CUST048,samsung,asia,retail,2021-02-14,2024,1492
667,CUST023,iphone,asia,online,2023-01-16,2023,520
668,CUST018,oneplus,asia,online,2024-07-13,2024,1291
669,CUST014,samsung,south_america,partner,2021-02-17,2023,1127
670,CUST021,pixel,north_america,partner,2023-05-26,2024,1230
671,CUST012,oneplus,europe,partner,2021-02-11,2023,1076
672,CUST028,xiaomi,asia,online,2023-01-23,2024,717
673,CUST049,oneplus,asia,online,2021-06-11,2024,530
674,CUST009,oneplus,north_america,retail,2023-01-25,2022,1371
675,CUST033,oneplus,asia,retail,2023-07-24,2023,369
676,CUST018,oneplus,asia,online,2022-08-20,2024,1072
677,CUST042,iphone,europe,retail,2024-09-24,2023,498
678,CUST038,iphone,north_america,online,2024-08-20,2022,1487
679,CUST025,xiaomi,asia,partner,2022-09-23,2022,1218
680,CUST029,iphone,south_america,partner,2023-08-25,2022,1436
681,CUST042,iphone,south_america,partner,2021-07-23,2023,1398
682,CUST005,xiaomi,asia,retail,2022-01-25,2021,1056
683,CUST039,samsung,europe,retail,2021-09-21,2024,577
684,CUST048,oneplus,north_america,partner,2024-05-23,2024,928
685,CUST047,oneplus,south_america,online,2023-06-28,2022,856
686,CUST010,pixel,europe,online,2023-05-19,2021,403
687,CUST003,iphone,europe,retail,2023-08-27,2021,300
688,CUST043,iphone,europe,partner,2021-07-21,2023,1019
689,CUST049,samsung,north_america,partner,2024-09-28,2023,337
690,CUST003,samsung,north_america,retail,2021-01-24,2022,869
691,CUST032,iphone,north_america,retail,2024-06-18,2024,1177
692,CUST041,pixel,europe,online,2024-04-10,2023,1108
693,CUST040,samsung,north_america,retail,2023-04-15,2023,377
694,CUST040,samsung,europe,partner,2022-07-15,2022,946
695,CUST006,pixel,north_america,retail,2023-03-25,2023,374
696,CUST026,oneplus,europe,online,2021-08-18,2022,1259
697,CUST001,pixel,south_america,retail,2022-04-27,2024,834
698,CUST041,xiaomi,north_america,retail,2022-02-11,2024,587
699,CUST016,xiaomi,south_america,partner,2023-03-23,2024,862
700,CUST037,iphone,north_america,online,2022-07-23,2021,1418
701,CUST015,iphone,asia,partner,2024-07-16,2024,1319
702,CUST040,samsung,europe,partner,2023-03-20,2021,1210
703,CUST036,samsung,asia,retail,2024-08-16,2023,1189
704,CUST036,iphone,asia,retail,2021-06-21,2023,855
705,CUST047,samsung,south_america,online,2023-05-17,2022,1132
706,CUST031,pixel,asia,partner,2021-09-18,2022,681
707,CUST019,xiaomi,north_america,online,2022-08-17,2021,732
708,CUST045,pixel,asia,partner,2023-01-18,2022,1198
709,CUST047,oneplus,europe,online,2021-08-25,2023,1305
710,CUST008,oneplus,europe,retail,2023-07-27,2024,699
711,CUST008,xiaomi,asia,retail,2021-08-26,2023,615
712,CUST048,pixel,asia,retail,2023-08-14,2024,1005
713,CUST047,xiaomi,asia,retail,2022-09-27,2023,1464
714,CUST038,oneplus,north_america,retail,2024-03-23,2021,1214
715,CUST002,samsung,europe,partner,2021-05-17,2024,404
716,CUST024,pixel,europe,partner,2022-07-26,2023,565
717,CUST009,oneplus,europe,retail,2021-02-15,2024,856
718,CUST012,samsung,north_america,partner,2021-03-20,2023,1317
719,CUST016,xiaomi,south_america,partner,2024-03-10,2024,579
720,CUST010,iphone,asia,online,2023-08-19,2024,845
721,CUST042,iphone,north_america,retail,2021-08-23,2021,1206
722,CUST018,iphone,north_america,partner,2023-08-10,2023,1439
723,CUST016,pixel,europe,partner,2023-08-25,2023,474
724,CUST038,oneplus,europe,partner,2024-05-28,2024,1472
725,CUST034,oneplus,europe,retail,2023-08-23,2024,865
726,CUST016,iphone,asia,retail,2023-07-27,2023,999
727,CUST006,iphone,north_america,retail,2021-07-23,2024,661
728,CUST036,oneplus,south_america,partner,2022-02-11,2022,1495
729,CUST026,pixel,asia,online,2022-02-23,2024,1278
730,CUST013,xiaomi,asia,retail,2022-01-13,2024,504
731,CUST032,xiaomi,europe,partner,2024-06-26,2024,1163
732,CUST003,pixel,north_america,online,2021-07-17,2024,1051
733,CUST046,iphone,asia,online,2024-08-20,2024,942
734,CUST006,pixel,asia,retail,2024-05-13,2021,388
735,CUST042,iphone,asia,partner,2021-06-28,2024,956
736,CUST004,iphone,europe,retail,2021-05-23,2023,430
737,CUST049,samsung,south_america,retail,2022-06-24,2022,1279
738,CUST016,samsung,south_america,retail,2024-08-23,2024,1314
739,CUST039,xiaomi,asia,retail,2024-01-15,2024,487
740,CUST029,pixel,asia,online,2023-01-10,2024,378
741,CUST010,pixel,north_america,partner,2024-03-12,2024,922
742,CUST048,xiaomi,north_america,retail,2024-07-22,2024,1017
743,CUST006,iphone,europe,retail,2021-08-13,2023,685
744,CUST001,oneplus,south_america,partner,2021-06-20,2022,583
745,CUST045,pixel,north_america,retail,2024-03-23,2023,445
746,CUST007,samsung,south_america,retail,2022-09-25,2021,936
747,CUST014,samsung,europe,partner,2024-01-27,2022,584
748,CUST002,oneplus,south_america,retail,2021-02-27,2021,551
749,CUST015,samsung,europe,partner,2023-02-10,2023,1409
750,CUST013,xiaomi,asia,partner,2021-08-14,2024,753
751,CUST049,pixel,north_america,partner,2022-08-14,2024,1082
752,CUST040,xiaomi,south_america,retail,2022-04-10,2023,699
753,CUST023,iphone,europe,partner,2021-09-20,2024,424
754,CUST038,xiaomi,south_america,partner,2024-02-19,2024,852
755,CUST024,oneplus,south_america,retail,2021-08-20,2021,499
756,CUST009,iphone,europe,partner,2023-05-11,2024,1111
757,CUST022,iphone,south_america,retail,2022-06-23,2022,569
758,CUST015,pixel,asia,online,2021-02-15,2024,504
759,CUST024,pixel,europe,partner,2022-07-21,2024,1128
760,CUST048,samsung,asia,online,2023-06-28,2024,947
761,CUST008,xiaomi,europe,retail,2023-04-21,2022,1262
762,CUST016,xiaomi,europe,retail,2021-05-21,2021,1135
763,CUST013,pixel,south_america,online,2021-06-11,2021,727
764,CUST025,samsung,europe,partner,2022-02-25,2024,1149
765,CUST028,pixel,europe,retail,2021-07-27,2023,403
766,CUST028,iphone,europe,online,2021-04-21,2022,1381
767,CUST022,pixel,south_america,partner,2024-05-25,2023,1112
768,CUST014,pixel,europe,retail,2024-01-20,2023,1099
769,CUST029,oneplus,south_america,retail,2024-06-19,2023,1023
770,CUST021,iphone,south_america,partner,2023-08-21,2024,541
771,CUST040,iphone,north_america,retail,2021-07-21,2024,311
772,CUST041,xiaomi,south_america,online,2023-08-27,2023,845
773,CUST043,oneplus,europe,online,2024-04-15,2021,746
774,CUST012,iphone,asia,partner,2023-07-14,2021,1331
775,CUST040,pixel,south_america,partner,2024-07-26,2022,370
776,CUST028,pixel,asia,retail,2021-09-24,2022,1346
777,CUST013,xiaomi,south_america,online,2022-08-25,2023,461
778,CUST032,oneplus,europe,online,2021-06-18,2023,459
779,CUST007,xiaomi,north_america,partner,2024-02-18,2023,316
780,CUST035,xiaomi,north_america,online,2023-06-28,2021,1281
781,CUST016,pixel,south_america,retail,2023-07-14,2021,1018
782,CUST018,xiaomi,south_america,retail,2024-02-18,2024,847
783,CUST003,iphone,asia,online,2022-07-26,2024,1114
784,CUST011,iphone,south_america,retail,2022-08-10,2023,622
785,CUST008,samsung,south_america,retail,2023-01-16,2023,797
786,CUST040,pixel,asia,online,2023-04-17,2023,675
787,CUST033,oneplus,north_america,partner,2023-04-14,2024,342
788,CUST013,samsung,south_america,partner,2024-09-25,2024,506
789,CUST010,iphone,asia,online,2024-05-13,2023,1324
790,CUST028,xiaomi,asia,online,2023-09-24,2023,861
791,CUST043,iphone,north_america,online,2021-04-15,2024,596
792,CUST032,samsung,asia,online,2022-07-23,2023,1024
793,CUST003,pixel,europe,partner,2022-06-15,2023,1097
794,CUST029,samsung,asia,retail,2021-05-27,2022,1138
795,CUST025,pixel,asia,online,2021-07-24,2022,1401
796,CUST012,pixel,south_america,partner,2021-08-12,2023,782
797,CUST038,xiaomi,asia,online,2021-01-18,2022,446
798,CUST002,pixel,south_america,partner,2022-05-17,2024,773
799,CUST026,pixel,south_america,partner,2023-02-15,2024,823
800,CUST023,pixel,asia,retail,2024-05-28,2022,1342
